eleccion_id,distrito_id,agrupacion_id,votos_tipo,lista_numero,agrupacion_nombre,lista_nombre
1,1,509.0,POSITIVO,3072.0,COMPROMISO FEDERAL,LISTA A - OTRO PAIS ES POSIBLE
1,1,509.0,POSITIVO,3074.0,COMPROMISO FEDERAL,LISTA C - UNIR
1,1,509.0,POSITIVO,3075.0,COMPROMISO FEDERAL,LISTA D - JUAN BAUTISTA ALBERDI
1,1,509.0,POSITIVO,3073.0,COMPROMISO FEDERAL,LISTA B - POR EL PAIS
1,4,3.0,POSITIVO,3021.0,UNION CIVICA RADICAL,INTRANSIGENCIA - LISTA R
1,4,3.0,POSITIVO,3019.0,UNION CIVICA RADICAL,ESPACIO ABIERTO - LISTA B
1,4,3.0,POSITIVO,3017.0,UNION CIVICA RADICAL,IDENTIDAD RADICAL - LISTA I
1,4,3.0,POSITIVO,3022.0,UNION CIVICA RADICAL,DIPUTADOS AL CONGRESO - LISTA E
1,4,37.0,POSITIVO,,DEL CAMPO POPULAR,
1,4,3.0,POSITIVO,3020.0,UNION CIVICA RADICAL,MORENA-ROJA Y BLANCA - LISTA A
1,4,3.0,POSITIVO,3018.0,UNION CIVICA RADICAL,FUERZA RENOVADORA - LISTA M
1,4,133.0,POSITIVO,,ALIANZA COMPROMISO FEDERAL,
1,4,57.0,POSITIVO,,MOVIMIENTO DE ACCION VECINAL,
1,4,135.0,POSITIVO,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,
1,4,131.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,4,47.0,POSITIVO,,COALICION CIVICA ARI,
1,4,134.0,POSITIVO,,ALIANZA FRENTE AMPLIO PROGRESISTA,
1,3,502.0,POSITIVO,3070.0,ALIANZA FRENTE CIVICO Y SOCIAL,LISTA C-RENOVACION RADICAL POR CATAMARCA
1,3,5.0,POSITIVO,3062.0,DEMOCRATA CRISTIANO,LISTA A-CATAMARCA POPULAR
1,3,5.0,POSITIVO,3063.0,DEMOCRATA CRISTIANO,LISTA B-AZUL Y ROJA
1,3,502.0,POSITIVO,3061.0,ALIANZA FRENTE CIVICO Y SOCIAL,LISTA D-MILITANCIA POPULAR
1,3,502.0,POSITIVO,3069.0,ALIANZA FRENTE CIVICO Y SOCIAL,LISTA B-MILITANTES DE LA REPUBLICA ARGENTINA MI.RA
1,18,539.0,POSITIVO,,ALIANZA FRENTE OPOSITOR,
1,4,136.0,POSITIVO,,ALIANZA PROYECTO SUR,
1,4,137.0,POSITIVO,,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,
1,4,132.0,POSITIVO,,ALIANZA FRENTE POPULAR,
1,5,505.0,POSITIVO,3025.0,ALIANZA FRENTE POPULAR,ENTENDIMIENTO POPULAR
1,6,504.0,POSITIVO,3055.0,ALIANZA UNION PARA EL DESARROLLO SOCIAL,LISTA D - POR LA LIBERTAD Y LA IGUALDAD
1,6,504.0,POSITIVO,3053.0,ALIANZA UNION PARA EL DESARROLLO SOCIAL,LISTA B - GANEMOS EL FUTURO
1,6,504.0,POSITIVO,3057.0,ALIANZA UNION PARA EL DESARROLLO SOCIAL,LISTA F - UNA NUEVA ARGENTINA
1,6,504.0,POSITIVO,3054.0,ALIANZA UNION PARA EL DESARROLLO SOCIAL,LISTA C - POR UN CHACO SEGURO Y PRODUCTIVO
1,6,504.0,POSITIVO,3056.0,ALIANZA UNION PARA EL DESARROLLO SOCIAL,LISTA E - PROGRESO Y JUSTICIA
1,5,501.0,POSITIVO,3024.0,ALIANZA FRENTE PARA LA VICTORIA,LISTA 1 PRIMERO MI PROVINCIA C
1,5,501.0,POSITIVO,3023.0,ALIANZA FRENTE PARA LA VICTORIA,LISTA 2 CELESTE Y BLANCA K
1,6,504.0,POSITIVO,3052.0,ALIANZA UNION PARA EL DESARROLLO SOCIAL,LISTA A - COMPROMETIDOS CON LA GENTE
1,6,504.0,POSITIVO,3058.0,ALIANZA UNION PARA EL DESARROLLO SOCIAL,LISTA G - CAMBIO REAL
1,5,505.0,POSITIVO,3026.0,ALIANZA FRENTE POPULAR,SABEMOS Y PODEMOS
1,7,3.0,POSITIVO,3015.0,UNION CIVICA RADICAL,LISTA OPCION AL CAMBIO A
1,7,3.0,POSITIVO,3016.0,UNION CIVICA RADICAL,LISTA MOV. DE RECUPERACION CHUBUTENSES B
1,7,151.0,POSITIVO,3014.0,INDEPENDIENTE DEL CHUBUT,LISTA AFILIADOS DEL PICH P
1,7,151.0,POSITIVO,3013.0,INDEPENDIENTE DEL CHUBUT,LISTA FRENTE POPULAR F
1,5,132.0,POSITIVO,,ALIANZA FRENTE POPULAR,
1,5,47.0,POSITIVO,,COALICION CIVICA ARI,
1,13,520.0,POSITIVO,3008.0,FRENTE CIVICO FEDERAL -UDESO MENDOZA,RAUL ALFONSIN
1,9,3.0,POSITIVO,3040.0,UNION CIVICA RADICAL,A-LISTA ROJA Y BLANCA
1,9,501.0,POSITIVO,3042.0,ALIANZA FRENTE PARA LA VICTORIA,A-LISTA 2 CELESTE Y BLANCA K
1,9,501.0,POSITIVO,3043.0,ALIANZA FRENTE PARA LA VICTORIA,B-LISTA AZUL PERONISMO CAUSA POPULAR
1,5,135.0,POSITIVO,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,
1,13,520.0,POSITIVO,3007.0,FRENTE CIVICO FEDERAL -UDESO MENDOZA,UNIDAD
1,9,3.0,POSITIVO,3041.0,UNION CIVICA RADICAL,B-LISTA MILITANCIA COMPROMISO Y PARTICIPACION
1,11,513.0,POSITIVO,3029.0,"FRENTE PAMPEANO, CIVICO Y SOCIAL (FREPAM)",RENOVACION Y CAMBIO
1,11,513.0,POSITIVO,3028.0,"FRENTE PAMPEANO, CIVICO Y SOCIAL (FREPAM)",INTEGRACION
1,5,136.0,POSITIVO,,ALIANZA PROYECTO SUR,
1,11,513.0,POSITIVO,3027.0,"FRENTE PAMPEANO, CIVICO Y SOCIAL (FREPAM)",JUNTOS POR LA PAMPA
1,6,47.0,POSITIVO,,COALICION CIVICA ARI,
1,11,513.0,POSITIVO,3030.0,"FRENTE PAMPEANO, CIVICO Y SOCIAL (FREPAM)",MOVIMIENTO RENOVADOR AMPLIO
1,6,134.0,POSITIVO,,ALIANZA FRENTE AMPLIO PROGRESISTA,
1,14,3.0,POSITIVO,3031.0,UNION CIVICA RADICAL,A 3.1-LISTA B-LI.DE.RA.
1,14,3.0,POSITIVO,3032.0,UNION CIVICA RADICAL,A 3.2-LISTA C- LEGISLAR POR LA VIDA
1,14,3.0,POSITIVO,3033.0,UNION CIVICA RADICAL,A 3.3-LISTA D-CONVICCION REPUBLICANA
1,14,3.0,POSITIVO,3034.0,UNION CIVICA RADICAL,A 3.4-LISTA E- UN COMPROMISO RESPONSABLE
1,17,504.0,POSITIVO,3037.0,ALIANZA UNION PARA EL DESARROLLO SOCIAL,POR UN PAIS MEJOR
1,17,504.0,POSITIVO,3039.0,ALIANZA UNION PARA EL DESARROLLO SOCIAL,LOS CORRELIGIONARIOS PRIMERO
1,6,133.0,POSITIVO,,ALIANZA COMPROMISO FEDERAL,
1,17,504.0,POSITIVO,3038.0,ALIANZA UNION PARA EL DESARROLLO SOCIAL,CANTERA POPULAR
1,6,131.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,19,3.0,POSITIVO,3045.0,UNION CIVICA RADICAL,B-MORENA PARA SAN LUIS
1,19,501.0,POSITIVO,3046.0,ALIANZA FRENTE PARA LA VICTORIA,2-CELESTE Y BLANCA
1,19,3.0,POSITIVO,3044.0,UNION CIVICA RADICAL,A-ROJA Y BLANCA
1,19,501.0,POSITIVO,3047.0,ALIANZA FRENTE PARA LA VICTORIA,ROJO PUNZO
1,18,3.0,POSITIVO,3060.0,UNION CIVICA RADICAL,LISTA ROJA Y BLANCA - RENOVACION PROGRESISTA
1,6,135.0,POSITIVO,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,
1,18,3.0,POSITIVO,3059.0,UNION CIVICA RADICAL,LISTA ROJA Y BLANCA - INTEGRACION POPULAR
1,6,57.0,POSITIVO,,MOVIMIENTO DE ACCION VECINAL,
1,20,3.0,POSITIVO,3009.0,UNION CIVICA RADICAL,ROJA Y BLANCA
1,20,3.0,POSITIVO,3010.0,UNION CIVICA RADICAL,RENOVACION
1,20,3.0,POSITIVO,3011.0,UNION CIVICA RADICAL,ROJA - AMIGOS DEL PUEBLO
1,6,37.0,POSITIVO,,DEL CAMPO POPULAR,
1,21,3.0,POSITIVO,3035.0,UNION CIVICA RADICAL,A 3.2-LISTA ROJA Y BLANCA COAL.PROGR.
1,21,3.0,POSITIVO,3036.0,UNION CIVICA RADICAL,B 3.1-MOV. POR LA DEMOCRACIA SOCIAL
1,6,137.0,POSITIVO,,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,
1,7,132.0,POSITIVO,,ALIANZA FRENTE POPULAR,
1,22,505.0,POSITIVO,3067.0,ALIANZA FRENTE POPULAR,A-RENOVACION REPUBLICANA
1,7,37.0,POSITIVO,,DEL CAMPO POPULAR,
1,20,3.0,POSITIVO,3012.0,UNION CIVICA RADICAL,P. A. S.
1,7,134.0,POSITIVO,,ALIANZA FRENTE AMPLIO PROGRESISTA,
1,22,505.0,POSITIVO,3068.0,ALIANZA FRENTE POPULAR,B-CAPACIDAD Y GRANDEZA
1,5,134.0,POSITIVO,,ALIANZA FRENTE AMPLIO PROGRESISTA,
1,5,133.0,POSITIVO,,ALIANZA COMPROMISO FEDERAL,
1,8,134.0,POSITIVO,,ALIANZA FRENTE AMPLIO PROGRESISTA,
1,5,37.0,POSITIVO,,DEL CAMPO POPULAR,
1,5,57.0,POSITIVO,,MOVIMIENTO DE ACCION VECINAL,
1,5,137.0,POSITIVO,,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,
1,23,3.0,POSITIVO,3002.0,UNION CIVICA RADICAL,MOV. DE AVANZADA RADICAL
1,23,3.0,POSITIVO,3003.0,UNION CIVICA RADICAL,R. A.
1,23,3.0,POSITIVO,3004.0,UNION CIVICA RADICAL,SOMOS LA CAUSA
1,23,3.0,POSITIVO,3006.0,UNION CIVICA RADICAL,HIPOLITO IRIGOYEN
1,23,3.0,POSITIVO,3001.0,UNION CIVICA RADICAL,MOISES LEBENSOHN
1,23,3.0,POSITIVO,3005.0,UNION CIVICA RADICAL,JOSE I. GARCIA HAMILTON
1,8,132.0,POSITIVO,,ALIANZA FRENTE POPULAR,
1,5,131.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,24,187.0,POSITIVO,3065.0,SOCIAL PATAGONICO,LISTA C-COLOR ROJO
1,24,187.0,POSITIVO,3066.0,SOCIAL PATAGONICO,LISTA R-ROJA Y BLANCA
1,24,187.0,POSITIVO,3064.0,SOCIAL PATAGONICO,LISTA B-BLANCA
1,8,47.0,POSITIVO,,COALICION CIVICA ARI,
1,8,37.0,POSITIVO,,DEL CAMPO POPULAR,
1,9,37.0,POSITIVO,,DEL CAMPO POPULAR,
1,1,179.0,POSITIVO,,ACCION CIUDADANA,
1,8,137.0,POSITIVO,,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,
1,1,501.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,23,510.0,POSITIVO,,FRENTE AMPLIO PROGRESISTA,
1,2,131.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,21,36.0,POSITIVO,,AUTONOMISTA,
1,14,533.0,POSITIVO,,FRENTE UNION PRO,
1,2,267.0,POSITIVO,,FUERZA ORGANIZADA RENOVADORA DEMOCRATICA,
1,1,504.0,POSITIVO,,ALIANZA UNION PARA EL DESARROLLO SOCIAL,
1,1,302.0,POSITIVO,,DE LA CIUDAD EN ACCION,
1,8,198.0,POSITIVO,,UNION POR LA LIBERTAD,
1,13,68.0,POSITIVO,,NUEVA IZQUIERDA,
1,2,137.0,POSITIVO,,ALIANZA UNION PARA EL DESARROLLO SOCIAL - UDESO,
1,2,136.0,POSITIVO,,ALIANZA PROYECTO SUR,
1,2,47.0,POSITIVO,,COALICION CIVICA ARI,
1,2,268.0,POSITIVO,,MVTO AMPLIO DE TRABAJADORES Y JUBILADOS-MATRAJU,
1,1,517.0,POSITIVO,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,
1,6,132.0,POSITIVO,,ALIANZA FRENTE POPULAR,
1,21,136.0,POSITIVO,,ALIANZA PROYECTO SUR,
1,21,5.0,POSITIVO,,DEMOCRATA CRISTIANO,
1,21,133.0,POSITIVO,,ALIANZA COMPROMISO FEDERAL,
1,16,501.0,POSITIVO,,ALIANZA FRENTE PARA LA VICTORIA,
1,2,276.0,POSITIVO,,MOVIMIENTO AVANZADA SOCIALISTA,
1,23,194.0,POSITIVO,,VOS CAMBIO Y ACCION,
1,2,134.0,POSITIVO,,ALIANZA FRENTE AMPLIO PROGRESISTA,
1,21,191.0,POSITIVO,,MOVIMIENTO INDEPENDIENTE RENOVADOR,
1,14,530.0,POSITIVO,,FRENTE DE LA ESPERANZA,
1,2,133.0,POSITIVO,,ALIANZA COMPROMISO FEDERAL,
1,23,517.0,POSITIVO,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,
1,2,132.0,POSITIVO,,ALIANZA FRENTE POPULAR,
1,2,135.0,POSITIVO,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,
1,1,518.0,POSITIVO,,ALIANZA PRO PROPUESTA REPUBLICANA,
1,21,64.0,POSITIVO,,PRO-PROPUESTA REPUBLICANA,
1,21,196.0,POSITIVO,,CONSERVADOR POPULAR,
