eleccion_id,distrito_id,seccion_id,seccionprovincial_id,circuito_id,circuito_nombre
0,1,1,0,000001,
0,1,1,0,000002,
0,1,1,0,000003,
0,1,1,0,000004,
0,1,1,0,000005,
0,1,1,0,000006,
0,1,1,0,000007,
0,1,1,0,000008,
0,1,1,0,000009,
0,1,1,0,000010,
0,1,1,0,000011,
0,1,1,0,000012,
0,1,1,0,000013,
0,1,1,0,000014,
0,1,1,0,000015,
0,1,1,0,000016,
0,1,1,0,000017,
0,1,1,0,000018,
0,1,1,0,000019,
0,1,10,0,000102,
0,1,10,0,000103,
0,1,10,0,000104,
0,1,10,0,000105,
0,1,10,0,000106,
0,1,10,0,000107,
0,1,10,0,000108,
0,1,10,0,000109,
0,1,10,0,000110,
0,1,10,0,000111,
0,1,10,0,000112,
0,1,11,0,000113,
0,1,11,0,000114,
0,1,11,0,000115,
0,1,11,0,000116,
0,1,11,0,000117,
0,1,11,0,000118,
0,1,11,0,000119,
0,1,11,0,000120,
0,1,11,0,000121,
0,1,11,0,000122,
0,1,11,0,000123,
0,1,12,0,000124,
0,1,12,0,000125,
0,1,12,0,000126,
0,1,12,0,000127,
0,1,12,0,000128,
0,1,12,0,000129,
0,1,12,0,000130,
0,1,12,0,000131,
0,1,12,0,000132,
0,1,12,0,000133,
0,1,13,0,000134,
0,1,13,0,000135,
0,1,13,0,000136,
0,1,13,0,000137,
0,1,13,0,000138,
0,1,13,0,000139,
0,1,13,0,000140,
0,1,13,0,000141,
0,1,13,0,000142,
0,1,13,0,000143,
0,1,13,0,000144,
0,1,13,0,000145,
0,1,13,0,000146,
0,1,13,0,000147,
0,1,14,0,000148,
0,1,14,0,000149,
0,1,14,0,000150,
0,1,14,0,000151,
0,1,14,0,000152,
0,1,14,0,000153,
0,1,14,0,000154,
0,1,14,0,000155,
0,1,14,0,000156,
0,1,14,0,000157,
0,1,15,0,000158,
0,1,15,0,000159,
0,1,15,0,000160,
0,1,15,0,000161,
0,1,15,0,000162,
0,1,15,0,000163,
0,1,15,0,000164,
0,1,15,0,000165,
0,1,15,0,000166,
0,1,15,0,000167,
0,1,2,0,000020,
0,1,2,0,000021,
0,1,2,0,000022,
0,1,2,0,000023,
0,1,2,0,000024,
0,1,2,0,000025,
0,1,2,0,000026,
0,1,2,0,000027,
0,1,2,0,000028,
0,1,2,0,000029,
0,1,3,0,000030,
0,1,3,0,000031,
0,1,3,0,000032,
0,1,3,0,000033,
0,1,3,0,000034,
0,1,3,0,000035,
0,1,3,0,000036,
0,1,3,0,000037,
0,1,3,0,000038,
0,1,3,0,000039,
0,1,3,0,000040,
0,1,3,0,000041,
0,1,3,0,000042,
0,1,4,0,000043,
0,1,4,0,000044,
0,1,4,0,000045,
0,1,4,0,000046,
0,1,4,0,000047,
0,1,4,0,000048,
0,1,4,0,000049,
0,1,4,0,000050,
0,1,4,0,000051,
0,1,4,0,000052,
0,1,4,0,000053,
0,1,4,0,000054,
0,1,4,0,000055,
0,1,4,0,000056,
0,1,4,0,000057,
0,1,5,0,000058,
0,1,5,0,000059,
0,1,5,0,000060,
0,1,5,0,000061,
0,1,5,0,000062,
0,1,5,0,000063,
0,1,5,0,000064,
0,1,5,0,000065,
0,1,5,0,000066,
0,1,5,0,000067,
0,1,6,0,000068,
0,1,6,0,000069,
0,1,6,0,000070,
0,1,6,0,000071,
0,1,6,0,000072,
0,1,6,0,000073,
0,1,6,0,000074,
0,1,7,0,000075,
0,1,7,0,000076,
0,1,7,0,000077,
0,1,7,0,000078,
0,1,7,0,000079,
0,1,7,0,000080,
0,1,7,0,000081,
0,1,7,0,000082,
0,1,7,0,000083,
0,1,7,0,000084,
0,1,7,0,000085,
0,1,7,0,000086,
0,1,8,0,000087,
0,1,8,0,000088,
0,1,8,0,000089,
0,1,8,0,000090,
0,1,9,0,000091,
0,1,9,0,000092,
0,1,9,0,000093,
0,1,9,0,000094,
0,1,9,0,000095,
0,1,9,0,000096,
0,1,9,0,000097,
0,1,9,0,000098,
0,1,9,0,000099,
0,1,9,0,000100,
0,1,9,0,000101,
0,10,1,0,000001,
0,10,1,0,000002,
0,10,1,0,000003,
0,10,1,0,000004,
0,10,1,0,000005,
0,10,1,0,000006,
0,10,1,0,000007,
0,10,1,0,000008,
0,10,1,0,000009,
0,10,1,0,000011,
0,10,1,0,000012,
0,10,1,0,000013,
0,10,1,0,000014,
0,10,1,0,000015,
0,10,1,0,000016,
0,10,1,0,000017,
0,10,1,0,000018,
0,10,1,0,000019,
0,10,1,0,000021,
0,10,1,0,00010A,
0,10,1,0,00010B,
0,10,10,0,000083,
0,10,10,0,000086,
0,10,10,0,000087,
0,10,10,0,00088A,
0,10,10,0,00088B,
0,10,11,0,000091,
0,10,11,0,000093,
0,10,11,0,000097,
0,10,11,0,000098,
0,10,11,0,00090A,
0,10,11,0,00090C,
0,10,11,0,00092A,
0,10,11,0,00092B,
0,10,11,0,00092C,
0,10,11,0,00096A,
0,10,11,0,00096B,
0,10,12,0,000101,
0,10,12,0,000103,
0,10,12,0,000104,
0,10,12,0,000105,
0,10,12,0,000107,
0,10,12,0,00099A,
0,10,12,0,00099B,
0,10,12,0,00100A,
0,10,12,0,00100B,
0,10,12,0,00102A,
0,10,12,0,00102B,
0,10,12,0,00106A,
0,10,12,0,00106B,
0,10,13,0,000108,
0,10,13,0,000109,
0,10,13,0,000110,
0,10,13,0,00111A,
0,10,13,0,00111B,
0,10,14,0,000113,
0,10,14,0,000114,
0,10,14,0,000117,
0,10,14,0,00112A,
0,10,14,0,00112B,
0,10,14,0,00115A,
0,10,14,0,00115B,
0,10,14,0,00116A,
0,10,14,0,00116B,
0,10,14,0,00116C,
0,10,15,0,000118,
0,10,15,0,000119,
0,10,15,0,000120,
0,10,15,0,000121,
0,10,15,0,000122,
0,10,15,0,000123,
0,10,15,0,000124,
0,10,16,0,00125A,
0,10,16,0,00125B,
0,10,16,0,00126A,
0,10,16,0,00126B,
0,10,16,0,00126C,
0,10,16,0,00127A,
0,10,16,0,00127B,
0,10,2,0,000022,
0,10,2,0,000023,
0,10,2,0,000024,
0,10,3,0,000026,
0,10,3,0,000027,
0,10,3,0,00025A,
0,10,3,0,00025B,
0,10,4,0,000028,
0,10,4,0,000029,
0,10,4,0,000030,
0,10,4,0,000031,
0,10,4,0,000032,
0,10,4,0,000034,
0,10,4,0,000035,
0,10,4,0,00033A,
0,10,4,0,00033B,
0,10,5,0,000036,
0,10,5,0,000037,
0,10,5,0,000038,
0,10,5,0,000039,
0,10,5,0,000040,
0,10,5,0,000041,
0,10,5,0,000043,
0,10,5,0,000045,
0,10,5,0,000046,
0,10,5,0,00042A,
0,10,5,0,00042B,
0,10,6,0,000048,
0,10,6,0,000049,
0,10,6,0,000050,
0,10,6,0,000052,
0,10,6,0,00051A,
0,10,6,0,00051B,
0,10,7,0,000053,
0,10,7,0,000054,
0,10,7,0,000057,
0,10,7,0,000060,
0,10,7,0,000061,
0,10,7,0,000064,
0,10,7,0,000066,
0,10,7,0,000067,
0,10,7,0,000069,
0,10,7,0,000070,
0,10,9,0,000076,
0,10,9,0,000078,
0,10,9,0,000079,
0,10,9,0,000080,
0,10,9,0,000081,
0,10,9,0,000082,
0,11,1,0,000001,
0,11,1,0,000002,
0,11,1,0,000003,
0,11,1,0,000004,
0,11,1,0,000005,
0,11,10,0,000034,
0,11,10,0,000035,
0,11,10,0,000036,
0,11,10,0,000037,
0,11,10,0,000038,
0,11,11,0,000039,
0,11,11,0,000040,
0,11,11,0,000042,
0,11,11,0,00039A,
0,11,12,0,000043,
0,11,12,0,000045,
0,11,12,0,000046,
0,11,12,0,000047,
0,11,12,0,000048,
0,11,13,0,000049,
0,11,14,0,000053,
0,11,14,0,000054,
0,11,15,0,000055,
0,11,15,0,000056,
0,11,15,0,000057,
0,11,15,0,000058,
0,11,15,0,000059,
0,11,15,0,000060,
0,11,16,0,000061,
0,11,16,0,000062,
0,11,17,0,000063,
0,11,17,0,000064,
0,11,17,0,000065,
0,11,17,0,000066,
0,11,17,0,000067,
0,11,17,0,000068,
0,11,18,0,000069,
0,11,18,0,000070,
0,11,18,0,000071,
0,11,18,0,000072,
0,11,18,0,000073,
0,11,18,0,000074,
0,11,18,0,000075,
0,11,19,0,000076,
0,11,19,0,000077,
0,11,19,0,000078,
0,11,19,0,000079,
0,11,19,0,000080,
0,11,19,0,000081,
0,11,19,0,000082,
0,11,2,0,000006,
0,11,2,0,000009,
0,11,2,0,000010,
0,11,20,0,000084,
0,11,20,0,000085,
0,11,20,0,000086,
0,11,21,0,000087,
0,11,21,0,000088,
0,11,21,0,000089,
0,11,22,0,000090,
0,11,22,0,000091,
0,11,22,0,000092,
0,11,22,0,000093,
0,11,22,0,000094,
0,11,22,0,000095,
0,11,3,0,000011,
0,11,4,0,000013,
0,11,4,0,000014,
0,11,4,0,000015,
0,11,4,0,000016,
0,11,5,0,000017,
0,11,5,0,000018,
0,11,6,0,000019,
0,11,6,0,000020,
0,11,6,0,000021,
0,11,6,0,000022,
0,11,6,0,000023,
0,11,6,0,00019A,
0,11,7,0,000024,
0,11,7,0,000025,
0,11,8,0,000026,
0,11,8,0,000027,
0,11,8,0,000028,
0,11,8,0,000029,
0,11,8,0,000030,
0,11,8,0,000031,
0,11,9,0,000032,
0,11,9,0,000033,
0,12,1,0,00001A,
0,12,1,0,00001B,
0,12,1,0,00001C,
0,12,1,0,00001D,
0,12,1,0,00001E,
0,12,1,0,00001F,
0,12,1,0,00001G,
0,12,1,0,00001H,
0,12,1,0,00001I,
0,12,1,0,00001J,
0,12,1,0,00001K,
0,12,1,0,00001L,
0,12,1,0,00001M,
0,12,1,0,00001N,
0,12,1,0,00001O,
0,12,1,0,00001P,
0,12,1,0,00001Q,
0,12,1,0,00001S,
0,12,1,0,00001T,
0,12,1,0,00001U,
0,12,1,0,00001V,
0,12,1,0,00001W,
0,12,1,0,00001X,
0,12,1,0,00002A,
0,12,1,0,00002B,
0,12,1,0,00002C,
0,12,1,0,00002D,
0,12,10,0,00034A,
0,12,10,0,00034B,
0,12,10,0,00035A,
0,12,10,0,00035B,
0,12,11,0,000036,
0,12,11,0,00037A,
0,12,11,0,00037B,
0,12,12,0,000039,
0,12,12,0,00038A,
0,12,12,0,00038B,
0,12,12,0,00040A,
0,12,12,0,00040B,
0,12,13,0,00041A,
0,12,13,0,00041B,
0,12,13,0,00041C,
0,12,13,0,00041D,
0,12,13,0,00041E,
0,12,13,0,00041F,
0,12,13,0,00041G,
0,12,13,0,00041H,
0,12,14,0,000042,
0,12,14,0,000043,
0,12,14,0,000044,
0,12,14,0,000046,
0,12,14,0,00045A,
0,12,14,0,00045B,
0,12,15,0,000050,
0,12,15,0,00047A,
0,12,15,0,00047B,
0,12,15,0,00048A,
0,12,15,0,00048B,
0,12,15,0,00049A,
0,12,15,0,00049B,
0,12,15,0,00049C,
0,12,15,0,00049D,
0,12,16,0,000053,
0,12,16,0,00051A,
0,12,16,0,00051B,
0,12,16,0,00052A,
0,12,16,0,00052B,
0,12,16,0,00054A,
0,12,16,0,00054B,
0,12,17,0,000059,
0,12,17,0,00055A,
0,12,17,0,00055B,
0,12,17,0,00055C,
0,12,17,0,00055D,
0,12,17,0,00055E,
0,12,17,0,00056A,
0,12,17,0,00056B,
0,12,17,0,00056C,
0,12,17,0,00057A,
0,12,17,0,00057B,
0,12,17,0,00058A,
0,12,17,0,00058B,
0,12,18,0,000060,
0,12,18,0,00061A,
0,12,18,0,00061B,
0,12,18,0,00061C,
0,12,18,0,00061D,
0,12,18,0,00062A,
0,12,18,0,00062B,
0,12,18,0,00062C,
0,12,18,0,00062D,
0,12,18,0,00062E,
0,12,2,0,000003,
0,12,3,0,000004,
0,12,3,0,000007,
0,12,3,0,00005A,
0,12,3,0,00005B,
0,12,3,0,00006A,
0,12,3,0,00006B,
0,12,3,0,00008A,
0,12,3,0,00008B,
0,12,3,0,00008C,
0,12,4,0,000010,
0,12,4,0,00009A,
0,12,4,0,00009B,
0,12,4,0,00011A,
0,12,4,0,00012A,
0,12,4,0,00012B,
0,12,5,0,000013,
0,12,5,0,000015,
0,12,5,0,000017,
0,12,5,0,00014A,
0,12,5,0,00014B,
0,12,5,0,00016A,
0,12,5,0,00016B,
0,12,6,0,000019,
0,12,6,0,000020,
0,12,6,0,000021,
0,12,6,0,000024,
0,12,6,0,000025,
0,12,6,0,00018A,
0,12,6,0,00018B,
0,12,6,0,00022A,
0,12,6,0,00023A,
0,12,6,0,00023B,
0,12,6,0,00023C,
0,12,7,0,000026,
0,12,7,0,000027,
0,12,7,0,00028A,
0,12,7,0,00028B,
0,12,7,0,00028C,
0,12,7,0,00028D,
0,12,7,0,00029A,
0,12,7,0,00029B,
0,12,8,0,000032,
0,12,8,0,00030A,
0,12,8,0,00030B,
0,12,8,0,00030C,
0,12,8,0,00031A,
0,12,8,0,00031B,
0,12,8,0,00031C,
0,12,9,0,000033,
0,13,1,9,000001,
0,13,1,9,000002,
0,13,1,9,000003,
0,13,1,9,000004,
0,13,1,9,000005,
0,13,1,9,000006,
0,13,1,9,000007,
0,13,1,9,000008,
0,13,1,9,000009,
0,13,1,9,000010,
0,13,1,9,000011,
0,13,1,9,000012,
0,13,1,9,000013,
0,13,1,9,000014,
0,13,1,9,000015,
0,13,1,9,000016,
0,13,1,9,000017,
0,13,1,9,000018,
0,13,1,9,000019,
0,13,1,9,000020,
0,13,1,9,000021,
0,13,1,9,000022,
0,13,1,9,000023,
0,13,1,9,000024,
0,13,1,9,00018A,
0,13,1,9,00018B,
0,13,10,10,000077,
0,13,10,10,000078,
0,13,10,10,000079,
0,13,10,10,000080,
0,13,10,10,000081,
0,13,10,10,000082,
0,13,10,10,000083,
0,13,11,10,000084,
0,13,11,10,000085,
0,13,11,10,000086,
0,13,11,10,000087,
0,13,11,10,000088,
0,13,11,10,000089,
0,13,11,10,000090,
0,13,11,10,00086A,
0,13,12,11,000091,
0,13,12,11,000092,
0,13,12,11,000093,
0,13,12,11,000094,
0,13,12,11,000095,
0,13,12,11,000096,
0,13,12,11,00093A,
0,13,12,11,00094A,
0,13,13,11,000097,
0,13,13,11,000098,
0,13,13,11,000099,
0,13,13,11,00097A,
